CompanyName,symbol,CIK,SIC,Email,NAICS,Sector,Address,Website,Industry,Telephone,Facsimile,Fiscal Year End,Business Description,Market
Titanium Corporation Inc.,TIC,1282896,"
",,All Other Metal Ore Mining(212299),Basic Materials,"903 - 8th Avenue South West, 	Suite 800, 	Calgary, AB, CAN, T2P 1H4	",http://www.titaniumcorporation.com,Metals & Mining,+1 403 454-2881,+1 403 770-8233,"
	12/2018","Titanium Corp Inc is a mineral exploration company. It has developed and patented technologies to recover valuable commodities such as bitumen, solvent, heavy minerals and water from oil sands waste tailings.",TSXV
Triumph Gold Corp.,TIG,1387473,"
",administration@northernfreegold.com,All Other Metal Ore Mining(212299),Basic Materials,"1111 Melville Street, 	Suite 1100, 	Vancouver, BC, CAN, V6E 3V6	",http://www.triumphgoldcorp.com,Metals & Mining,+1 604 893-8757,,"
	12/2018","Triumph Gold Corp is a mineral exploration company. It is engaged in the acquisition and exploration in the development of mineral properties of merit in the Yukon Territory, Canada, and Arizona, the United States. It owns an interest in the Freegold Mountain project in the Yukon, Canada; Andalusite Peak Property in British Columbia and Tad/Toro Project situated within the Big Creek portion.",TSXV
Terra Firma Capital Corporation,TII,,"
7299 ",mthiyagarajah@tfcc.ca,Other Activities Related to Real Estate(531390),Financial Services,"22 Saint Clair Avenue East, Weston Centre, 	Suite 200, 	Toronto, ON, CAN, M4T 2S5	",http://www.tfcc.ca,Banks,+1 416 792-4700,+1 416 792-4711,"
	12/2017","Terra Firma Capital Corp provides real estate financings secured by investment properties and real estate developments. The finances are made to real estate developers and owners who require shorter-term loans to bridge a transitional period of one to five years where the capital is required at various stages of development or redevelopment properties. The business operates in segments which include Loan and Mortgage Investments, Loan and Mortgage Syndications, and Net Investments. The Loan and Mortgage Investment segment generates maximum revenue for the company. Interest and fees generate maximum revenue from operations.",TSXV
Till Capital Ltd.,TIL,1625584,"
",,Reinsurance Carriers(524130),Financial Services,"50 Cedar Avenue, 	Crawford House, 	Hamilton, , BMU, HM 11	",http://www.tillcap.com,Insurance - Specialty,+1 208 635-5415,+1 208 635-5465,"
	12/2018","Till Capital Ltd is a holding company operating through the insurance segment. The company conducts reinsurance business, through its subsidiary which also conducts insurance and reinsurance business. Geographically, it derives majority revenue from Bermuda and also has a presence in Canada and the United States.",TSXV
Toachi Mining Inc.,TIM,,"
",info@ferrumamericas.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"1206-2 St. Clair Avenue East, 		Toronto, ON, CAN, M4T 2T5	",http://www.toachimining.com,Metals & Mining,+1 416 365-7043,,"
	07/2018","Toachi Mining Inc is involved in the business of acquisition, exploration, and development of mineral properties. The principal business activity of the company is the development of the La Plata project's gold, copper, zinc and silver volcanogenic massive-sulfide project in Ecuador. The company operates in a single segment being the mineral exploration in Bolivia and Ecuador.",TSXV
Tinka Resources Limited,TK,1368845,"
",info@tinkaresources.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"No. 1305 - 1090 West Georgia Street, 		Vancouver, BC, CAN, V6E 3V7	",http://www.tinkaresources.com,Metals & Mining,+1 604 685-9316,+1 604 683-1585,"
	09/2018","Tinka Resources Ltd is a junior mineral exploration company which is engaged in the acquisition and exploration of precious and base metals on mineral properties located in Peru. It primarily explores for zinc, silver, lead, tin, copper, and gold deposits. The company's projects include Colquipucro and Ayawilca while its core project is Ayawilca Property which is located about 200 km northeast of Lima in the Department of Pasco, Central Peru.",TSXV
Tarku Resources Ltd.,TKU,,"
",jdavy@tarkuresources.com,All Other Metal Ore Mining(212299),Basic Materials,"224 4th Avenue South, 	Suite 602, 	Saskatoon, SK, CAN, S7K 5M5	",http://www.tarkuresources.com,Metals & Mining,+1 514 618-7287,,"
	09/2018","Tarku Resources Ltd is a mineral exploration company. It is engaged in the acquisition, exploration, and development of precious and base metals in the mineral-rich Canadian landscape. It holds interests in its several projects in Quebec and in Saskatchewan. It explores for uranium, gold, silver, copper, zinc, and diamonds. It also holds an interest in Virgin River, Chateau Fort, Apollo, Admiral, Atlas, and Berthiaume.",TSXV
Trackx Holdings Inc.,TKX,1598773,"
7721 ",investor@trackx.com,Software Publishers(511210),Technology,"7800 East Union Avenue, 	Suite 430, 	Denver, CO, USA, 80237	",http://www.trackx.com,Application Software,+1 303 325-7300,,"
	09/2018","TrackX Holdings Inc provides cloud-based, asset tracking solutions for supply chain and logistics-intensive businesses. Its platform combines support for multiple auto-identification (ID) technologies, workflow, event management, alert notifications, and analytics. The company solutions include high-value asset tracking, yard management, returnable asset management, manufacturing process tracking, and supply chain management and mobile inventory management solutions. It delivers services to various industries, including transportation, government, healthcare, hi-tech, hospitality, mining, beverage, agriculture, and horticulture.",TSXV
Titan Logix Corp.,TLA,,"
3199 ",hr@titanlogix.com,Other Commercial and Service Industry Machinery Manufacturing(333318),Industrials,"4130 - 93 Street, 		Edmonton, AB, CAN, T6E 5P5	",http://www.titanlogix.com,Industrial Products,+1 780 462-4085,+1 780 450-8369,"
	08/2018","Titan Logix Corp is a developer, manufacturer, and marketer of fluid management solutions. The company's Guided Wave Radar (GWR) solutions are currently used in the oil and gas, waste fluid collection, chemical and aviation industries. Its products include mobile tank gauging, including Liquid level gauges and displays & accessories and stationary tank gauging, including Visi-OIL Tank Gauging System, Free Space Radar, Guided Wave Radar and vibronic switches.",TSXV
Timeless Capital Corp.,TLC.P,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"1900, 520 3rd Avenue S.W., 		Calgary, AB, CAN, T2P 0R3	",,Asset Management,+1 604 340-5101,,"
	12/2018",Timeless Capital Corp is a capital pool company. The principal business of the corporation is the identification and evaluation of assets or businesses with a view to completing a Qualifying Transaction.,TSXV
Frankly Inc.,TLK,1688667,"
5744 ",,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),Technology,"135 Yorkville Ave, 	Suite 900, 	Toronto, ON, CAN, M5R 0C7	",http://www.franklyinc.com,Application Software,+1 212 931-1248,,"
	12/2017","Frankly Inc is a is a Canada-based company provides software platform for brands and media companies to create, distribute, analyze, and monetize their content on the web, mobile, and television. The company offers digital publishing software as a service and related advertising services for media sites on the Internet and integrated platform of the content management system (CMS), Web and mobile publishing, social engagement and monetization. Its software enables site owners to design, build, and host sites to publish local content and information on digital platforms. The company also offers digital advertising services for approximately 200 digital properties.",TSXV
Theralase Technologies Inc.,TLT,923883,"
3912 ",rwhite@theralase.com,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),Healthcare,"41 Hollinger Road, 		Toronto, ON, CAN, M4B 3G4	",http://www.theralase.com,Medical Devices,+1 416 699-5273,+1 416 699-5250,"
	12/2018","Theralase Technologies Inc is a biopharmaceutical company in Toronto, Canda focused on the design, development, manufacturing, and sale of patented laser technology used in a wide range of bio-stimulative & bio-destructive clinical applications in patients. The company's operations are divided into two divisions: Anti-Cancer Therapy which is engaged in the research and development of light activated Photo Dynamic Compounds (PDCs) and their associated drug formulations; and Medical Laser Technology (MLT) division designs, develops, manufactures and commercializes medical laser systems and other technologies for the activation of PDCs.",TSXV
Trigon Metals Inc.,TM,,"
",,All Other Metal Ore Mining(212299),Basic Materials,"65 Queen Street West, 	Suite 805, 	Toronto, ON, CAN, M5H 2M5	",https://www.trigonmetals.com,Metals & Mining,+1 416 861-2269,+1 416 861-8165,"
	03/2018","Trigon Metals Inc together with its subsidiaries engages in the acquisition, exploration, development, and maintenance of mines and mineral properties in the African country of Namibia. The company operates through the development of its Namibian mining and exploration permits segment. It is an exploration and development company, which engages in the mining of copper, silver, copper, lead, zinc, and vanadium in Namibia. Its projects include Kombat Mine, Gross Otavi, and Harabis.",TSXV
Thermal Energy International Inc.,TMG,,"
5919 ",,Hazardous Waste Treatment and Disposal(562211),Industrials,"36 Bentley Avenue, 		Ottawa, ON, CAN, K2E 6T8	",http://www.thermalenergy.com,Industrial Products,+1 613 723-6776,+1 613 723-7286,"
	05/2018","Thermal Energy International Inc is a Canada based company primarily engaged in the business of development, engineering, and supply of pollution control, heat recovery systems, and condensate return solutions. It supplies proprietary and energy efficiency and emission reduction solutions to the industrial and institutional sectors internationally. The company has two reporting units, one in Ottawa, Canada covering North America and China, and the other in Bristol, United Kingdom, covering Europe and the rest of the world.",TSXV
Targeted Microwave Solutions Inc.,TMS,,"
3199 ",,Other Industrial Machinery Manufacturing(333249),Industrials,"1066 West Hastings Street, 	Suite 2300, 	Vancouver, BC, CAN, V6E 3X2	",http://www.tmsenergy.com,Industrial Products,+1 778 995-5833,+1 604 601-8436,"
	12/2018","Targeted Microwave Solutions Inc is a Canada-based industrial clean technology company. Principally, it is engaged in the business of designing, manufacturing and developing microwave based application technologies to dry and process industrial aggregates and commodity materials. The company's technology is used for industrial grosses, energy producing biomass, low-rank coals and other materials for application by power utilities and industrial companies.",TSXV
Evergreen Gaming Corporation,TNA,,"
9661 ",dmangano@evergreengaming.com,Casino Hotels(721120),Consumer Cyclical,"8200 Tacoma Mall Boulevard, 		Lakewood, WA, USA, 98499	",http://www.evergreengaming.com,Travel & Leisure,+1 425 282-4172,+1 425 572-6437,"
	12/2018","Evergreen Gaming Corp is engaged in gaming operations. Through its subsidiaries, it operates four house-banked card rooms. The majority of the company's revenue is derived from operating casinos, which includes revenues from gaming operations, the sale of food and beverages and pull-tabs.",TSXV
TNR Gold Corp.,TNR,1435199,"
",info@tnrgoldcorp.com,All Other Metal Ore Mining(212299),Basic Materials,"1111 Melville Street, 	Suite 1100, 	Vancouver, BC, CAN, V6E 3V6	",http://www.tnrgoldcorp.com,Metals & Mining,+1 604 700-8912,+1 604 484-7143,"
	12/2018","TNR Gold Corp is a Canada-based mineral exploration company. It is engaged in acquisition, exploration, and development of mineral properties located in USA and Canada. The company primarily explores for gold and copper deposits. It holds an interest in projects such as Shotgun gold project, and Los Azules Copper property.",TSXV
Tri Origin Exploration Ltd.,TOE,1533002,"
",explore@triorigin.com,Gold Ore Mining(212221),Basic Materials,"125 Don Hillock Drive, 	Unit 18, Aurora, 	Toronto, ON, CAN, L4G 0H8	",http://www.triorigin.com,Metals & Mining,+1 905 727-1779,+1 905 727-8779,"
	06/2018","Tri Origin Exploration Ltd is a mineral resource company, which engages in the exploration of gold and base metals. It engages in the acquisition and exploration of mineral properties in the Canadian Shield, Canada. It primarily explores for gold and base metals. Its projects include Detour West Project, Red Lake Extension, Sky Lake, South Abitibi and North Abitibi.",TSXV
